ID;Type;Description;Civilopedia;Strategy;Help;ThemingBonusHelp;Quote;GoldMaintenance;MutuallyExclusiveGroup;TeamShare;Water;River;FreshWater;Mountain;NearbyMountainRequired;Hill;Flat;FoundsReligion;IsReligious;BorderObstacle;PlayerBorderObstacle;Capital;GoldenAge;MapCentering;NeverCapture;NukeImmune;AllowsWaterRoutes;ExtraLuxuries;DiplomaticVoting;AffectSpiesNow;NullifyInfluenceModifier;Cost;FaithCost;LeagueCost;UnlockedByBelief;UnlockedByLeague;HolyCity;NumCityCostMod;HurryCostModifier;MinAreaSize;ConquestProb;CitiesPrereq;LevelPrereq;CultureRateModifier;GlobalCultureRateModifier;GreatPeopleRateModifier;GlobalGreatPeopleRateModifier;GreatGeneralRateModifier;GreatPersonExpendGold;GoldenAgeModifier;UnitUpgradeCostMod;Experience;GlobalExperience;FoodKept;Airlift;AirModifier;NukeModifier;NukeExplosionRand;HealRateChange;Happiness;UnmoddedHappiness;UnhappinessModifier;HappinessPerCity;HappinessPerXPolicies;CityCountUnhappinessMod;NoOccupiedUnhappiness;WorkerSpeedModifier;MilitaryProductionModifier;SpaceProductionModifier;GlobalSpaceProductionModifier;BuildingProductionModifier;WonderProductionModifier;CityConnectionTradeRouteModifier;CapturePlunderModifier;PolicyCostModifier;PlotCultureCostModifier;GlobalPlotCultureCostModifier;PlotBuyCostModifier;GlobalPlotBuyCostModifier;GlobalPopulationChange;TechShare;FreeTechs;FreePolicies;FreeGreatPeople;MedianTechPercentChange;Gold;AllowsRangeStrike;Espionage;AllowsFoodTradeRoutes;AllowsProductionTradeRoutes;Defense;ExtraCityHitPoints;GlobalDefenseMod;MinorFriendshipChange;VictoryPoints;ExtraMissionarySpreads;ReligiousPressureModifier;EspionageModifier;GlobalEspionageModifier;ExtraSpies;SpyRankChange;InstantSpyRankChange;TradeRouteRecipientBonus;TradeRouteTargetBonus;NumTradeRouteBonus;LandmarksTourismPercent;InstantMilitaryIncrease;GreatWorksTourismModifier;XBuiltTriggersIdeologyChoice;TradeRouteSeaDistanceModifier;TradeRouteSeaGoldBonus;TradeRouteLandDistanceModifier;TradeRouteLandGoldBonus;CityStateTradeRouteProductionModifier;GreatScientistBeakerModifier;BuildingClass;ArtDefineTag;NearbyTerrainRequired;ProhibitedCityTerrain;VictoryPrereq;FreeStartEra;MaxStartEra;ObsoleteTech;EnhancedYieldTech;TechEnhancedTourism;FreeBuilding;FreeBuildingThisCity;FreePromotion;TrainedFreePromotion;FreePromotionRemoved;ReplacementBuildingClass;PrereqTech;PolicyBranchType;SpecialistType;SpecialistCount;GreatWorkSlotType;FreeGreatWork;GreatWorkCount;SpecialistExtraCulture;GreatPeopleRateChange;ExtraLeagueVotes;CityWall;DisplayPosition;PortraitIndex;WonderSplashImage;WonderSplashAnchor;WonderSplashAudio;IconAtlas;ArtInfoCulturalVariation;ArtInfoEraVariation;ArtInfoRandomVariation
23;BUILDING_LIGHTHOUSE;TXT_KEY_BUILDING_LIGHTHOUSE;TXT_KEY_CIV5_BUILDINGS_LIGHTHOUSE_TEXT;TXT_KEY_BUILDING_LIGHTHOUSE_STRATEGY;TXT_KEY_BUILDING_LIGHTHOUSE_HELP;;;1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;25;10;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_LIGHTHOUSE;LIGHTHOUSE;;;;ERA_RENAISSANCE;;;;0;;;;;;;TECH_OPTICS;;;0;;;0;0;0;0;0;8;36;;R,T;;BW_ATLAS_1;0;1;0
24;BUILDING_HARBOR;TXT_KEY_BUILDING_HARBOR;TXT_KEY_BUILDING_HARBOR_PEDIA;TXT_KEY_BUILDING_HARBOR_STRATEGY;TXT_KEY_BUILDING_HARBOR_HELP;;;2;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;120;0;0;0;0;0;0;25;10;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;100;0;0;0;0;BUILDINGCLASS_HARBOR;HARBOR;;;;;;;;0;;;;;;;TECH_COMPASS;;;0;;;0;0;0;0;0;16;26;;R,T;;BW_ATLAS_1;0;1;0
25;BUILDING_COLOSSEUM;TXT_KEY_BUILDING_COLOSSEUM;TXT_KEY_CIV5_BUILDINGS_COLISEUM_TEXT;TXT_KEY_BUILDING_COLOSSEUM_STRATEGY;TXT_KEY_BUILDING_COLOSSEUM_STRATEGY;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_COLOSSEUM;COLESSEUM;;;;ERA_INDUSTRIAL;;;;0;;;;;;;TECH_CONSTRUCTION;;;0;;;0;0;0;0;0;2;23;;R,T;;BW_ATLAS_1;1;0;0
26;BUILDING_THEATRE;TXT_KEY_BUILDING_THEATRE;TXT_KEY_BUILDING_THEATRE_PEDIA;TXT_KEY_BUILDING_THEATRE_STRATEGY;TXT_KEY_BUILDING_THEATRE_HELP;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;10;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_THEATRE;THEATRE;;;;ERA_FUTURE;;;;0;;;;;;;TECH_PRINTING_PRESS;;;0;;;0;0;0;0;0;0;0;;R,T;;EXPANSION2_BUILDING_ATLAS2;0;0;0
27;BUILDING_STADIUM;TXT_KEY_BUILDING_STADIUM_DESC;TXT_KEY_CIV5_BUILDINGS_STADIUM_TEXT;TXT_KEY_BUILDING_STADIUM_STRATEGY;TXT_KEY_BUILDING_STADIUM_HELP;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_STADIUM;STADIUM;;;;;;;;0;;;;;;;TECH_REFRIGERATION;;;0;;;0;0;0;0;0;2;25;;R,T;;BW_ATLAS_1;0;0;1
28;BUILDING_MONUMENT;TXT_KEY_BUILDING_MONUMENT_DESC;TXT_KEY_BUILDING_MONUMENT_PEDIA;TXT_KEY_BUILDING_MONUMENT_STRATEGY;TXT_KEY_BUILDING_MONUMENT_STRATEGY;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;40;0;0;0;0;0;0;40;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MONUMENT;MONUMENT;;;;ERA_MEDIEVAL;;;;0;;;;;;;;;;0;;;0;0;0;0;0;0;21;;R,T;;BW_ATLAS_1;0;0;0
29;BUILDING_TEMPLE;TXT_KEY_BUILDING_TEMPLE_DESC;TXT_KEY_CIV5_BUILDINGS_TEMPLE_TEXT;TXT_KEY_BUILDING_TEMPLE_STRATEGY;;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_TEMPLE;TEMPLE;;;;;ERA_RENAISSANCE;;;0;;;;;;;TECH_PHILOSOPHY;;;0;;;0;0;0;0;0;0;37;;R,T;;BW_ATLAS_1;0;0;0
30;BUILDING_OPERA_HOUSE;TXT_KEY_BUILDING_OPERA_HOUSE;TXT_KEY_CIV5_BUILDINGS_OPERA_HOUSE_TEXT;TXT_KEY_BUILDING_OPERA_HOUSE_STRATEGY;;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;10;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_OPERA_HOUSE;OPERA_HOUSE;;;;;;;;0;;;;;;;TECH_ACOUSTICS;;;0;GREAT_WORK_SLOT_MUSIC;;1;0;0;0;0;0;49;;R,T;;BW_ATLAS_1;0;0;0
31;BUILDING_MUSEUM;TXT_KEY_BUILDING_MUSEUM;TXT_KEY_CIV5_BUILDINGS_MUSEUM_TEXT;TXT_KEY_BUILDING_MUSEUM_STRATEGY;;TXT_KEY_MUSEUM_THEMING_BONUS_HELP;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MUSEUM;MUSEUM;;;;;;;;0;;;;;;;TECH_ARCHAEOLOGY;;;0;GREAT_WORK_SLOT_ART_ARTIFACT;;2;0;0;0;0;0;22;;R,T;;BW_ATLAS_1;0;0;0
32;BUILDING_BROADCAST_TOWER;TXT_KEY_BUILDING_BROADCAST_TOWER;TXT_KEY_CIV5_BUILDINGS_BROADCASTTOWER_TEXT;TXT_KEY_BUILDING_BROADCAST_TOWER_STRATEGY;TXT_KEY_BUILDING_BROADCAST_TOWER_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;-1;100;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_BROADCAST_TOWER;RADIO TOWER;;;;;;;;0;;;;;;;TECH_RADIO;;;0;GREAT_WORK_SLOT_MUSIC;;1;0;0;0;0;2;35;;R,T;;BW_ATLAS_1;0;0;0
33;BUILDING_BARRACKS;TXT_KEY_BUILDING_BARRACKS;TXT_KEY_CIV5_BUILDINGS_BARRACKS_TEXT;TXT_KEY_BUILDING_BARRACKS_STRATEGY;TXT_KEY_BUILDING_BARRACKS_HELP;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;75;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_BARRACKS;ART_DEF_BUILDING_BARRACKS;;;;ERA_INDUSTRIAL;;;;0;;;;;;;TECH_BRONZE_WORKING;;;0;;;0;0;0;0;0;0;5;;R,T;;BW_ATLAS_1;0;0;0
34;BUILDING_ARMORY;TXT_KEY_BUILDING_ARMORY;TXT_KEY_CIV5_BUILDINGS_ARMORY_TEXT;TXT_KEY_BUILDING_ARMORY_STRATEGY;TXT_KEY_BUILDING_ARMORY_HELP;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;160;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_ARMORY;ART_DEF_BUILDING_BARRACKS;;;;;;;;0;;;;;;;TECH_STEEL;;;0;;;0;0;0;0;0;0;6;;R,T;;BW_ATLAS_1;0;0;0
35;BUILDING_MILITARY_ACADEMY;TXT_KEY_BUILDING_MILITARY_ACADEMY;TXT_KEY_CIV5_BUILDINGS_MILITARYACADEMY_TEXT;TXT_KEY_BUILDING_MILITARY_ACADEMY_STRATEGY;TXT_KEY_BUILDING_MILITARY_ACADEMY_HELP;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;300;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MILITARY_ACADEMY;ART_DEF_BUILDING_MILITARY_ACADEMY;;;;;;;;0;;;;;;;TECH_MILITARY_SCIENCE;;;0;;;0;0;0;0;0;0;8;;R,T;;BW_ATLAS_1;0;0;0
36;BUILDING_ARSENAL;TXT_KEY_BUILDING_ARSENAL;TXT_KEY_CIV5_BUILDINGS_ARSENAL_TEXT;TXT_KEY_BUILDING_ARSENAL_STRATEGY;TXT_KEY_BUILDING_ARSENAL_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;300;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;900;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_ARSENAL;ART_DEF_BUILDING_MILITARY_ACADEMY;;;;;;;;0;;;;;;;TECH_METALLURGY;;;0;;;0;0;0;0;0;0;9;;R,T;;BW_ATLAS_1;0;0;0
37;BUILDING_WALLS;TXT_KEY_BUILDING_WALLS;TXT_KEY_CIV5_BUILDINGS_WALLS_TEXT;TXT_KEY_BUILDING_WALLS_STRATEGY;TXT_KEY_BUILDING_WALLS_STRATEGY;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;75;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;500;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_WALLS;ART_DEF_BUILDING_WALLS;;;;;;;;0;;;;;;;TECH_MASONRY;;;0;;;0;0;0;0;1;0;32;;R,T;;BW_ATLAS_1;0;0;0
38;BUILDING_CASTLE;TXT_KEY_BUILDING_CASTLE;TXT_KEY_CIV5_BUILDINGS_CASTLE_TEXT;TXT_KEY_BUILDING_CASTLE_STRATEGY;TXT_KEY_BUILDING_CASTLE_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;160;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;700;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_CASTLE;CASTLE;;;;;;;;0;;;;;;;TECH_CHIVALRY;;;0;;;0;0;0;0;0;1;33;;R,T;;BW_ATLAS_1;1;0;0
39;BUILDING_MILITARY_BASE;TXT_KEY_BUILDING_MILITARY_BASE;TXT_KEY_CIV5_BUILDINGS_MILITARYBASE_TEXT;TXT_KEY_BUILDING_MILITARY_BASE_STRATEGY;TXT_KEY_BUILDING_MILITARY_BASE_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;500;0;0;0;0;0;0;25;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1200;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MILITARY_BASE;MILITARY BASE;;;;;;;;0;;;;;;;TECH_REPLACEABLE_PARTS;;;0;;;0;0;0;0;0;2;10;;R,T;;BW_ATLAS_1;0;0;0
40;BUILDING_GRANARY;TXT_KEY_BUILDING_GRANARY;TXT_KEY_CIV5_BUILDINGS_GRANARY_TEXT;TXT_KEY_BUILDING_GRANARY_STRATEGY;TXT_KEY_BUILDING_GRANARY_HELP;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_GRANARY;ART_DEF_BUILDING_GRANARY;;;;ERA_RENAISSANCE;;;;0;;;;;;;TECH_POTTERY;;;0;;;0;0;0;0;0;0;0;;R,T;;BW_ATLAS_1;0;0;0
41;BUILDING_HOSPITAL;TXT_KEY_BUILDING_HOSPITAL;TXT_KEY_BUILDING_HOSPITAL_PEDIA;TXT_KEY_BUILDING_HOSPITAL_STRATEGY;TXT_KEY_BUILDING_HOSPITAL_STRATEGY;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_HOSPITAL;ART_DEF_BUILDING_HOSPITAL;;;;;;;;0;;;;;;;TECH_BIOLOGY;;;0;;;0;0;0;0;0;0;45;;R,T;;BW_ATLAS_1;0;0;0
42;BUILDING_MEDICAL_LAB;TXT_KEY_BUILDING_MEDICAL_LAB;TXT_KEY_BUILDING_MEDICAL_LAB_PEDIA;TXT_KEY_BUILDING_MEDICAL_LAB_STRATEGY;TXT_KEY_BUILDING_MEDICAL_LAB_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MEDICAL_LAB;ART_DEF_BUILDING_MEDICAL_LAB;;;;;;;;0;;;;;;;TECH_PENICILIN;;;0;;;0;0;0;0;0;0;62;;R,T;;BW_ATLAS_1;0;0;0
43;BUILDING_WORKSHOP;TXT_KEY_BUILDING_WORKSHOP;TXT_KEY_CIV5_BUILDINGS_WORKSHOP_TEXT;TXT_KEY_BUILDING_WORKSHOP_STRATEGY;TXT_KEY_BUILDING_WORKSHOP_HELP;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_WORKSHOP;ART_DEF_BUILDING_FORGE;;;;ERA_INDUSTRIAL;;;;0;;;;;;;TECH_METAL_CASTING;;SPECIALIST_ENGINEER;1;;;0;0;0;0;0;0;28;;R,T;;BW_ATLAS_1;0;0;0
44;BUILDING_FACTORY;TXT_KEY_BUILDING_FACTORY;TXT_KEY_CIV5_BUILDINGS_FACTORY_TEXT;TXT_KEY_BUILDING_FACTORY_STRATEGY;TXT_KEY_BUILDING_FACTORY_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;BUILDINGCLASS_FACTORY;ART_DEF_BUILDING_FACTORY;;;;;;;;0;;;;;;;TECH_INDUSTRIALIZATION;;SPECIALIST_ENGINEER;2;;;0;0;0;0;0;0;3;;R,T;;BW_ATLAS_1;0;0;0
45;BUILDING_NUCLEAR_PLANT;TXT_KEY_BUILDING_NUCLEAR_PLANT;TXT_KEY_CIV5_BUILDINGS_NUCLEARPLANT_TEXT;TXT_KEY_BUILDING_NUCLEAR_PLANT_STRATEGY;TXT_KEY_BUILDING_NUCLEAR_PLANT_HELP;;;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_NUCLEAR_PLANT;ART_DEF_BUILDING_HYDRO_PLANT;;;;;;;;0;;;;;;;TECH_NUCLEAR_FISSION;;;0;;;0;0;0;0;0;0;43;;R,T;;BW_ATLAS_1;0;0;0
46;BUILDING_SPACESHIP_FACTORY;TXT_KEY_BUILDING_SPACESHIP_FACTORY;TXT_KEY_CIV5_BUILDINGS_SPACESHIP_FACTORY_TEXT;TXT_KEY_BUILDING_SPACESHIP_FACTORY_STRATEGY;TXT_KEY_BUILDING_SPACESHIP_FACTORY_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_SPACESHIP_FACTORY;ART_DEF_BUILDING_HYDRO_PLANT;;;;;;;;0;;;;;;;TECH_ROBOTICS;;;0;;;0;0;0;0;0;0;54;;R,T;;BW_ATLAS_1;0;0;0
47;BUILDING_MARKET;TXT_KEY_BUILDING_MARKET;TXT_KEY_CIV5_BUILDINGS_MARKET_TEXT;TXT_KEY_BUILDING_MARKET_STRATEGY;TXT_KEY_BUILDING_MARKET_STRATEGY;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_MARKET;ART_DEF_BUILDING_MARKET;;;;ERA_INDUSTRIAL;;;;0;;;;;;;TECH_CURRENCY;;SPECIALIST_MERCHANT;1;;;0;0;0;0;0;0;16;;R,T;;BW_ATLAS_1;0;0;0
48;BUILDING_BANK;TXT_KEY_BUILDING_BANK;TXT_KEY_CIV5_BUILDINGS_BANK_TEXT;TXT_KEY_BUILDING_BANK_STRATEGY;TXT_KEY_BUILDING_BANK_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;15;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_BANK;ART_DEF_BUILDING_BANK;;;;ERA_FUTURE;;;;0;;;;;;;TECH_BANKING;;SPECIALIST_MERCHANT;1;;;0;0;0;0;0;0;18;;R,T;;BW_ATLAS_1;0;0;0
49;BUILDING_STOCK_EXCHANGE;TXT_KEY_BUILDING_STOCK_EXCHANGE;TXT_KEY_CIV5_BUILDINGS_STOCK_EXCHANGE_TEXT;TXT_KEY_CIV5_BUILDINGS_STOCK_EXCHANGE_STRATEGY;TXT_KEY_BUILDING_STOCK_EXCHANGE_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;15;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_STOCK_EXCHANGE;ART_DEF_BUILDING_STOCK_EXCHANGE;;;;;;;;0;;;;;;;TECH_ELECTRICITY;;SPECIALIST_MERCHANT;2;;;0;0;0;0;0;0;56;;R,T;;BW_ATLAS_1;0;0;0
