ID;Type;Description;Civilopedia;Strategy;Help;Requirements;Combat;RangedCombat;Cost;FaithCost;RequiresFaithPurchaseEnabled;PurchaseOnly;MoveAfterPurchase;Moves;Immobile;Range;BaseSightRange;Class;Special;Capture;CombatClass;Domain;CivilianAttackPriority;DefaultUnitAI;Food;NoBadGoodies;RivalTerritory;MilitarySupport;MilitaryProduction;Pillage;PillagePrereqTech;Found;FoundAbroad;CultureBombRadius;GoldenAgeTurns;FreePolicies;OneShotTourism;OneShotTourismPercentOthers;IgnoreBuildingDefense;PrereqResources;Mechanized;Suicide;CaptureWhileEmbarked;PrereqTech;ObsoleteTech;GoodyHutUpgradeUnitClass;HurryCostModifier;AdvancedStartCost;MinAreaSize;AirInterceptRange;AirUnitCap;NukeDamageLevel;WorkRate;NumFreeTechs;BaseBeakersTurnsToCount;BaseCultureTurnsToCount;RushBuilding;BaseHurry;HurryMultiplier;BaseGold;NumGoldPerEra;SpreadReligion;RemoveHeresy;ReligionSpreads;ReligiousStrength;FoundReligion;RequiresEnhancedReligion;ProhibitsSpread;CanBuyCityState;CombatLimit;RangeAttackOnlyInDomain;RangeAttackIgnoreLOS;Trade;NumExoticGoods;PolicyType;RangedCombatLimit;XPValueAttack;XPValueDefense;SpecialCargo;DomainCargo;Conscription;ExtraMaintenanceCost;NoMaintenance;Unhappiness;UnitArtInfo;UnitArtInfoCulturalVariation;UnitArtInfoEraVariation;ProjectPrereq;SpaceshipProject;LeaderPromotion;LeaderExperience;DontShowYields;ShowInPedia;MoveRate;UnitFlagIconOffset;PortraitIndex;IconAtlas;UnitFlagAtlas
28;UNIT_MODERN_ARMOR;TXT_KEY_UNIT_MODERN_ARMOR;TXT_KEY_CIVILOPEDIA_UNITS_MODERN_MODERNARMOR_TEXT;TXT_KEY_UNIT_MODERN_ARMOR_STRATEGY;TXT_KEY_UNIT_HELP_MODERN_ARMOR;;100;0;425;850;1;0;0;5;0;0;2;UNITCLASS_MODERN_ARMOR;;;UNITCOMBAT_ARMOR;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_LASERS;;;0;70;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_MODERN_ARMOR;0;0;;;;0;0;1;WHEELED;74;27;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
29;UNIT_HELICOPTER_GUNSHIP;TXT_KEY_UNIT_HELICOPTER_GUNSHIP;TXT_KEY_CIVILOPEDIA_UNITS_MODERN_HELICOPTERGUNSHIP_TEXT;TXT_KEY_UNIT_HELICOPTER_GUNSHIP_STRATEGY;TXT_KEY_UNIT_HELP_HELICOPTER_GUNSHIP;;60;0;425;0;0;0;0;6;0;0;2;UNITCLASS_HELICOPTER_GUNSHIP;;;UNITCOMBAT_HELICOPTER;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_COMPUTERS;;;0;60;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_HELICOPTER_GUNSHIP;0;0;;;;0;0;1;WHEELED;75;28;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
30;UNIT_MOBILE_SAM;TXT_KEY_UNIT_MOBILE_SAM;TXT_KEY_CIVILOPEDIA_UNITS_MODERN_MOBILESAMLAUNCHER_TEXT;TXT_KEY_UNIT_MOBILE_SAM_STRATEGY;TXT_KEY_UNIT_HELP_MOBILE_SAM;;65;0;425;850;1;0;0;3;0;2;2;UNITCLASS_MOBILE_SAM;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_ROCKETRY;;;0;50;-1;2;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_MOBILE_SAM;0;0;;;;0;0;1;WHEELED;76;29;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
31;UNIT_ROCKET_ARTILLERY;TXT_KEY_UNIT_ROCKET_ARTILLERY;TXT_KEY_CIVILOPEDIA_UNITS_MODERN_MOBILEROCKETARTILLERY_TEXT;TXT_KEY_UNIT_ROCKET_ARTILLERY_STRATEGY;TXT_KEY_UNIT_HELP_ROCKET_ARTILLERY;;45;60;425;850;1;0;0;2;0;3;2;UNITCLASS_ROCKET_ARTILLERY;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_ROCKETRY;;;0;60;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_ROCKET_ARTILLERY;0;0;;;;0;0;1;WHEELED;72;25;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
32;UNIT_MECHANIZED_INFANTRY;TXT_KEY_UNIT_MECHANIZED_INFANTRY;TXT_KEY_CIVILOPEDIA_UNITS_MODERN_MECHANIZEDINFANTRY_TEXT;TXT_KEY_UNIT_MECHANIZED_INFANTRY_STRATEGY;TXT_KEY_UNIT_HELP_MECHANIZED_INFANTRY;;90;0;375;750;1;0;0;3;0;0;2;UNITCLASS_MECHANIZED_INFANTRY;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_DEFENSE;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_MOBILE_TACTICS;;;0;50;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;7;0;0;0;ART_DEF_UNIT_MECHANIZED_INFANTRY;0;0;;;;0;0;1;WHEELED;73;26;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
33;UNIT_ATOMIC_BOMB;TXT_KEY_UNIT_ATOMIC_BOMB;TXT_KEY_CIV5_INDUSTRIAL_ATOMICBOMB_TEXT;TXT_KEY_UNIT_ATOMIC_BOMB_STRATEGY;TXT_KEY_UNIT_HELP_ATOMIC_BOMB;;0;0;600;0;0;0;0;2;1;10;2;UNITCLASS_ATOMIC_BOMB;SPECIALUNIT_FIGHTER;;;DOMAIN_AIR;;UNITAI_ICBM;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;0;1;1;0;TECH_NUCLEAR_FISSION;;;0;60;-1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100;0;2;;;0;0;0;0;ART_DEF_UNIT_ATOMIC_BOMB;0;0;PROJECT_MANHATTAN_PROJECT;;;0;0;1;AIR_REBASE;71;24;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
34;UNIT_BOMBER;TXT_KEY_UNIT_BOMBER;TXT_KEY_CIV5_INDUSTRIAL_BOMBER_TEXT;TXT_KEY_UNIT_BOMBER_STRATEGY;TXT_KEY_UNIT_HELP_BOMBER;;0;65;375;0;0;0;0;2;1;10;2;UNITCLASS_BOMBER;SPECIALUNIT_FIGHTER;;UNITCOMBAT_BOMBER;DOMAIN_AIR;;UNITAI_ATTACK_AIR;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_RADAR;;;0;50;-1;0;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100;3;2;;;0;0;0;0;ART_DEF_UNIT_BOMBER;0;0;;;;0;0;1;AIR_REBASE;64;18;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
35;UNIT_AMERICAN_B17;TXT_KEY_CIV5_INDUSTRIAL_B17_HEADING;TXT_KEY_CIV5_INDUSTRIAL_B17_TEXT;TXT_KEY_UNIT_AMERICAN_B17_STRATEGY;TXT_KEY_UNIT_HELP_B17;;0;70;375;0;0;0;0;2;1;10;2;UNITCLASS_BOMBER;SPECIALUNIT_FIGHTER;;UNITCOMBAT_BOMBER;DOMAIN_AIR;;UNITAI_ATTACK_AIR;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_RADAR;;;0;50;-1;0;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100;3;2;;;0;0;0;0;ART_DEF_UNIT_U_AMERICAN_B17;0;0;;;;0;0;1;AIR_REBASE;65;42;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
36;UNIT_FIGHTER;TXT_KEY_UNIT_FIGHTER;TXT_KEY_CIV5_INDUSTRIAL_FIGHTER_TEXT;TXT_KEY_UNIT_FIGHTER_STRATEGY;TXT_KEY_UNIT_HELP_FIGHTER;;0;45;375;0;0;0;0;2;1;8;2;UNITCLASS_FIGHTER;SPECIALUNIT_FIGHTER;;UNITCOMBAT_FIGHTER;DOMAIN_AIR;;UNITAI_DEFENSE_AIR;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_RADAR;;;0;50;-1;8;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100;3;2;;;0;0;0;0;ART_DEF_UNIT_FIGHTER;0;0;;;;0;0;1;AIR_REBASE;62;17;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
37;UNIT_JAPANESE_ZERO;TXT_KEY_UNIT_JAPANESE_ZERO;TXT_KEY_CIV5_INDUSTRIAL_ZERO_TEXT;TXT_KEY_UNIT_JAPANESE_ZERO_STRATEGY;TXT_KEY_UNIT_HELP_ZERO;;0;45;375;0;0;0;0;2;1;8;2;UNITCLASS_FIGHTER;SPECIALUNIT_FIGHTER;;UNITCOMBAT_FIGHTER;DOMAIN_AIR;;UNITAI_DEFENSE_AIR;0;0;0;1;1;0;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_RADAR;;;0;50;-1;8;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;100;3;2;;;0;0;0;0;ART_DEF_UNIT_U_JAPANESE_ZERO;0;0;;;;0;0;1;AIR_REBASE;63;40;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
38;UNIT_PARATROOPER;TXT_KEY_UNIT_PARATROOPER;TXT_KEY_CIV5_INDUSTRIAL_PARATROOPER_TEXT;TXT_KEY_UNIT_PARATROOPER_STRATEGY;TXT_KEY_UNIT_HELP_PARATROOPER;;65;0;375;750;1;0;0;2;0;0;2;UNITCLASS_PARATROOPER;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_PARADROP;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_RADAR;;;0;40;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_PARATROOPER;0;0;;;;0;0;1;BIPED;59;14;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
39;UNIT_TANK;TXT_KEY_UNIT_TANK;TXT_KEY_CIV5_INDUSTRIAL_TANK_TEXT;TXT_KEY_UNIT_TANK_STRATEGY;TXT_KEY_UNIT_HELP_TANK;;70;0;375;750;1;0;0;5;0;0;2;UNITCLASS_TANK;;;UNITCOMBAT_ARMOR;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_COMBINED_ARMS;;UNITCLASS_MODERN_ARMOR;0;50;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_TANK;0;0;;;;0;0;1;WHEELED;57;13;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
40;UNIT_GERMAN_PANZER;TXT_KEY_UNIT_GERMAN_PANZER;TXT_KEY_CIV5_INDUSTRIAL_PANZER_TEXT;TXT_KEY_UNIT_GERMAN_PANZER_STRATEGY;TXT_KEY_UNIT_HELP_PANZER;;80;0;375;750;1;0;0;6;0;0;2;UNITCLASS_TANK;;;UNITCOMBAT_ARMOR;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_COMBINED_ARMS;;UNITCLASS_MODERN_ARMOR;0;50;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_GERMAN_PANZER;0;0;;;;0;0;1;WHEELED;58;39;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
41;UNIT_ARTILLERY;TXT_KEY_UNIT_ARTILLERY;TXT_KEY_CIV5_INDUSTRIAL_ARTILLERY_TEXT;TXT_KEY_UNIT_ARTILLERY_STRATEGY;TXT_KEY_UNIT_HELP_ARTILLERY;;21;28;250;500;1;0;0;2;0;3;2;UNITCLASS_ARTILLERY;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;1;0;0;TECH_DYNAMITE;;UNITCLASS_ROCKET_ARTILLERY;0;40;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_ARTILLERY;0;0;;;;0;0;1;ARTILLERY;56;12;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
42;UNIT_ANTI_AIRCRAFT_GUN;TXT_KEY_UNIT_ANTI_AIRCRAFT_GUN;TXT_KEY_CIV5_INDUSTRIAL_ANTIAIRCRAFTGUN_TEXT;TXT_KEY_UNIT_ANTI_AIRCRAFT_STRATEGY;TXT_KEY_UNIT_HELP_ANTI_AIRCRAFT_GUN;;50;0;375;750;1;0;0;2;0;2;2;UNITCLASS_ANTI_AIRCRAFT_GUN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_BALLISTICS;TECH_ROCKETRY;UNITCLASS_MOBILE_SAM;0;35;-1;2;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;5;0;0;0;ART_DEF_UNIT_ANTI_AIRCRAFT_GUN;0;0;;;;0;0;1;WHEELED;61;16;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
43;UNIT_ANTI_TANK_GUN;TXT_KEY_UNIT_AT_GUN;TXT_KEY_CIV5_INDUSTRIAL_ANTITANKGUN_TEXT;TXT_KEY_UNIT_AT_GUN_STRATEGY;TXT_KEY_UNIT_HELP_ANTI_TANK_GUN;;50;0;300;600;1;0;0;2;0;0;2;UNITCLASS_ANTI_TANK_GUN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_COMBINED_ARMS;;UNITCLASS_HELICOPTER_GUNSHIP;0;35;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_ANTI_TANK_GUN;0;0;;;;0;0;1;WHEELED;60;15;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
44;UNIT_INFANTRY;TXT_KEY_UNIT_INFANTRY;TXT_KEY_CIV5_INDUSTRIAL_INFANTRY_TEXT;TXT_KEY_UNIT_INFANTRY_STRATEGY;TXT_KEY_UNIT_HELP_INFANTRY;;70;0;375;750;1;0;0;2;0;0;2;UNITCLASS_INFANTRY;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_DEFENSE;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_PLASTIC;TECH_MOBILE_TACTICS;UNITCLASS_MECHANIZED_INFANTRY;0;35;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;6;0;0;0;ART_DEF_UNIT_WW2_INFANTRY;0;0;;;;0;0;1;BIPED;54;11;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
45;UNIT_FRENCH_FOREIGNLEGION;TXT_KEY_UNIT_FRENCH_FOREIGNLEGION;TXT_KEY_CIV5_INDUSTRIAL_FOREIGNLEGION_TEXT;TXT_KEY_UNIT_FRENCH_FOREIGNLEGION_STRATEGY;TXT_KEY_UNIT_HELP_FOREIGN_LEGION;;42;0;320;640;1;0;0;2;0;0;2;UNITCLASS_GREAT_WAR_INFANTRY;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_DEFENSE;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_REPLACEABLE_PARTS;TECH_PLASTIC;UNITCLASS_INFANTRY;0;35;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;6;0;0;0;ART_DEF_UNIT_U_FRENCH_FOREIGNLEGION;0;0;;;;0;0;1;BIPED;55;38;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
46;UNIT_CAVALRY;TXT_KEY_UNIT_CAVALRY;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_CAVALRY_TEXT;TXT_KEY_UNIT_CAVALRY_STRATEGY;TXT_KEY_UNIT_HELP_CAVALRY;;34;0;225;450;1;0;0;4;0;0;2;UNITCLASS_CAVALRY;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_MILITARY_SCIENCE;TECH_COMBUSTION;UNITCLASS_WWI_TANK;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_CAVALRY;0;0;;;;0;0;1;QUADRUPED;48;5;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
47;UNIT_RUSSIAN_COSSACK;TXT_KEY_UNIT_RUSSIAN_COSSACK;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_COSSACK_TEXT;TXT_KEY_UNIT_RUSSIAN_COSSACK_STRATEGY;TXT_KEY_UNIT_HELP_COSSACK;;34;0;225;450;1;0;0;4;0;0;2;UNITCLASS_CAVALRY;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_MILITARY_SCIENCE;TECH_COMBUSTION;UNITCLASS_WWI_TANK;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_RUSSIAN_COSSACK;0;0;;;;0;0;1;QUADRUPED;49;6;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
48;UNIT_RIFLEMAN;TXT_KEY_UNIT_RIFLEMAN;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_RIFLEMEN_TEXT;TXT_KEY_UNIT_RIFLEMAN_STRATEGY;TXT_KEY_UNIT_HELP_RIFLEMAN;;34;0;225;450;1;0;0;2;0;0;2;UNITCLASS_RIFLEMAN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_DEFENSE;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_RIFLING;TECH_REPLACEABLE_PARTS;UNITCLASS_GREAT_WAR_INFANTRY;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;5;0;0;0;ART_DEF_UNIT_RIFLEMAN;0;0;;;;0;0;1;BIPED;47;4;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
49;UNIT_LANCER;TXT_KEY_UNIT_LANCER;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_LANCER_TEXT;TXT_KEY_UNIT_LANCER_STRATEGY;TXT_KEY_UNIT_HELP_LANCER;;25;0;185;370;1;0;0;4;0;0;2;UNITCLASS_LANCER;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_METALLURGY;TECH_COMBINED_ARMS;UNITCLASS_ANTI_TANK_GUN;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_LANCER;0;0;;;;0;0;1;QUADRUPED;44;1;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
50;UNIT_OTTOMAN_SIPAHI;TXT_KEY_UNIT_OTTOMAN_SIPAHI;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_SIPAHI_TEXT;TXT_KEY_UNIT_OTTOMAN_SIPAHI_STRATEGY;TXT_KEY_UNIT_HELP_SIPAHI;;25;0;185;370;1;0;0;5;0;0;2;UNITCLASS_LANCER;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_METALLURGY;TECH_COMBINED_ARMS;UNITCLASS_ANTI_TANK_GUN;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_OTTOMAN_SIPAHI;0;0;;;;0;0;1;QUADRUPED;46;3;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
51;UNIT_CANNON;TXT_KEY_UNIT_CANNON;TXT_KEY_CIVILOPEDIA_UNITS_RENAISSANCE_CANNON_TEXT;TXT_KEY_UNIT_CANNON_STRATEGY;TXT_KEY_UNIT_HELP_CANNON;;14;20;185;370;1;0;0;2;0;2;2;UNITCLASS_CANNON;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_CHEMISTRY;TECH_DYNAMITE;UNITCLASS_ARTILLERY;0;30;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_CANNON;0;0;;;;0;0;1;ARTILLERY;43;0;UNIT_ATLAS_2;UNIT_FLAG_ATLAS
52;UNIT_MUSKETMAN;TXT_KEY_UNIT_MUSKETMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_MUSKETMAN_TEXT;TXT_KEY_UNIT_MUSKETMAN_STRATEGY;TXT_KEY_UNIT_HELP_MUSKETMAN;;24;0;150;300;1;0;0;2;0;0;2;UNITCLASS_MUSKETMAN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_GUNPOWDER;TECH_RIFLING;UNITCLASS_RIFLEMAN;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;4;0;0;0;ART_DEF_UNIT_MUSKETMAN;0;0;;;;0;0;1;BIPED;37;38;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
53;UNIT_AMERICAN_MINUTEMAN;TXT_KEY_UNIT_AMERICAN_MINUTEMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_MINUTEMAN_TEXT;TXT_KEY_UNIT_AMERICAN_MINUTEMAN_STRATEGY;TXT_KEY_UNIT_HELP_MINUTEMAN;;24;0;150;300;1;0;0;2;0;0;2;UNITCLASS_MUSKETMAN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_GUNPOWDER;TECH_RIFLING;UNITCLASS_RIFLEMAN;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;4;0;0;0;ART_DEF_UNIT_U_AMERICAN_MINUTEMAN;0;0;;;;0;0;1;BIPED;38;39;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
54;UNIT_FRENCH_MUSKETEER;TXT_KEY_UNIT_FRENCH_MUSKETEER;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_MUSKETEER_TEXT;TXT_KEY_UNIT_FRENCH_MUSKETEER_STRATEGY;TXT_KEY_UNIT_HELP_MUSKETEER;;28;0;150;300;1;0;0;2;0;0;2;UNITCLASS_MUSKETMAN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_GUNPOWDER;TECH_RIFLING;UNITCLASS_RIFLEMAN;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;4;0;0;0;ART_DEF_UNIT_U_FRENCH_MUSKETEER;0;0;;;;0;0;1;BIPED;39;40;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
55;UNIT_OTTOMAN_JANISSARY;TXT_KEY_UNIT_OTTOMAN_JANISSARY;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_JANISSARY_TEXT;TXT_KEY_UNIT_OTTOMAN_JANISSARY_STRATEGY;TXT_KEY_UNIT_HELP_JANISSARY;;24;0;150;300;1;0;0;2;0;0;2;UNITCLASS_MUSKETMAN;;;UNITCOMBAT_GUN;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;1;0;0;0;0;TECH_GUNPOWDER;TECH_RIFLING;UNITCLASS_RIFLEMAN;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;4;0;0;0;ART_DEF_UNIT_U_OTTOMAN_JANISSARY;0;0;;;;0;0;1;BIPED;40;41;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
56;UNIT_LONGSWORDSMAN;TXT_KEY_UNIT_LONGSWORDSMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_LONGSWORDSMAN_TEXT;TXT_KEY_UNIT_LONGSWORDSMAN_STRATEGY;TXT_KEY_UNIT_HELP_LONGSWORDSMAN;;21;0;120;240;1;0;0;2;0;0;2;UNITCLASS_LONGSWORDSMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_STEEL;TECH_GUNPOWDER;UNITCLASS_MUSKETMAN;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;3;0;0;0;ART_DEF_UNIT_LONGSWORDSMAN;0;0;;;;0;0;1;BIPED;35;36;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
