LeaderType;FlavorType;Flavor
LEADER_RAMESSES;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_RAMESSES;FLAVOR_AIR;4
LEADER_RAMESSES;FLAVOR_EXPANSION;5
LEADER_RAMESSES;FLAVOR_GROWTH;6
LEADER_RAMESSES;FLAVOR_TILE_IMPROVEMENT;7
LEADER_RAMESSES;FLAVOR_INFRASTRUCTURE;5
LEADER_RAMESSES;FLAVOR_PRODUCTION;7
LEADER_RAMESSES;FLAVOR_GOLD;6
LEADER_RAMESSES;FLAVOR_SCIENCE;5
LEADER_RAMESSES;FLAVOR_CULTURE;7
LEADER_RAMESSES;FLAVOR_HAPPINESS;6
LEADER_RAMESSES;FLAVOR_GREAT_PEOPLE;6
LEADER_RAMESSES;FLAVOR_WONDER;8
LEADER_RAMESSES;FLAVOR_RELIGION;7
LEADER_RAMESSES;FLAVOR_DIPLOMACY;5
LEADER_RAMESSES;FLAVOR_SPACESHIP;8
LEADER_RAMESSES;FLAVOR_WATER_CONNECTION;5
LEADER_RAMESSES;FLAVOR_NUKE;8
LEADER_RAMESSES;FLAVOR_USE_NUKE;5
LEADER_RAMESSES;FLAVOR_ESPIONAGE;5
LEADER_RAMESSES;FLAVOR_ANTIAIR;5
LEADER_RAMESSES;FLAVOR_AIR_CARRIER;5
LEADER_RAMKHAMHAENG;FLAVOR_OFFENSE;5
LEADER_RAMKHAMHAENG;FLAVOR_DEFENSE;8
LEADER_RAMKHAMHAENG;FLAVOR_CITY_DEFENSE;6
LEADER_RAMKHAMHAENG;FLAVOR_MILITARY_TRAINING;5
LEADER_RAMKHAMHAENG;FLAVOR_RECON;4
LEADER_RAMKHAMHAENG;FLAVOR_RANGED;5
LEADER_RAMKHAMHAENG;FLAVOR_MOBILE;4
LEADER_RAMKHAMHAENG;FLAVOR_NAVAL;3
LEADER_RAMKHAMHAENG;FLAVOR_NAVAL_RECON;3
LEADER_RAMKHAMHAENG;FLAVOR_NAVAL_GROWTH;3
LEADER_RAMKHAMHAENG;FLAVOR_NAVAL_TILE_IMPROVEMENT;3
LEADER_RAMKHAMHAENG;FLAVOR_AIR;5
LEADER_RAMKHAMHAENG;FLAVOR_EXPANSION;6
LEADER_RAMKHAMHAENG;FLAVOR_GROWTH;6
LEADER_RAMKHAMHAENG;FLAVOR_TILE_IMPROVEMENT;6
LEADER_RAMKHAMHAENG;FLAVOR_INFRASTRUCTURE;5
LEADER_RAMKHAMHAENG;FLAVOR_PRODUCTION;5
LEADER_RAMKHAMHAENG;FLAVOR_GOLD;5
LEADER_RAMKHAMHAENG;FLAVOR_SCIENCE;5
LEADER_RAMKHAMHAENG;FLAVOR_CULTURE;8
LEADER_RAMKHAMHAENG;FLAVOR_HAPPINESS;6
LEADER_RAMKHAMHAENG;FLAVOR_GREAT_PEOPLE;5
LEADER_RAMKHAMHAENG;FLAVOR_WONDER;5
LEADER_RAMKHAMHAENG;FLAVOR_RELIGION;6
LEADER_RAMKHAMHAENG;FLAVOR_DIPLOMACY;8
LEADER_RAMKHAMHAENG;FLAVOR_SPACESHIP;7
LEADER_RAMKHAMHAENG;FLAVOR_WATER_CONNECTION;4
LEADER_RAMKHAMHAENG;FLAVOR_NUKE;3
LEADER_RAMKHAMHAENG;FLAVOR_USE_NUKE;5
LEADER_RAMKHAMHAENG;FLAVOR_ESPIONAGE;5
LEADER_RAMKHAMHAENG;FLAVOR_ANTIAIR;5
LEADER_RAMKHAMHAENG;FLAVOR_AIR_CARRIER;5
LEADER_SULEIMAN;FLAVOR_OFFENSE;7
LEADER_SULEIMAN;FLAVOR_DEFENSE;4
LEADER_SULEIMAN;FLAVOR_CITY_DEFENSE;4
LEADER_SULEIMAN;FLAVOR_MILITARY_TRAINING;6
LEADER_SULEIMAN;FLAVOR_RECON;5
LEADER_SULEIMAN;FLAVOR_RANGED;5
LEADER_SULEIMAN;FLAVOR_MOBILE;6
LEADER_SULEIMAN;FLAVOR_NAVAL;8
LEADER_SULEIMAN;FLAVOR_NAVAL_RECON;8
LEADER_SULEIMAN;FLAVOR_NAVAL_GROWTH;6
LEADER_SULEIMAN;FLAVOR_NAVAL_TILE_IMPROVEMENT;6
LEADER_SULEIMAN;FLAVOR_AIR;5
LEADER_SULEIMAN;FLAVOR_EXPANSION;8
LEADER_SULEIMAN;FLAVOR_GROWTH;4
LEADER_SULEIMAN;FLAVOR_TILE_IMPROVEMENT;5
LEADER_SULEIMAN;FLAVOR_INFRASTRUCTURE;5
LEADER_SULEIMAN;FLAVOR_PRODUCTION;5
LEADER_SULEIMAN;FLAVOR_GOLD;5
LEADER_SULEIMAN;FLAVOR_SCIENCE;6
LEADER_SULEIMAN;FLAVOR_CULTURE;6
LEADER_SULEIMAN;FLAVOR_HAPPINESS;4
LEADER_SULEIMAN;FLAVOR_GREAT_PEOPLE;5
LEADER_SULEIMAN;FLAVOR_WONDER;5
LEADER_SULEIMAN;FLAVOR_RELIGION;5
LEADER_SULEIMAN;FLAVOR_DIPLOMACY;5
LEADER_SULEIMAN;FLAVOR_SPACESHIP;8
LEADER_SULEIMAN;FLAVOR_WATER_CONNECTION;6
LEADER_SULEIMAN;FLAVOR_NUKE;7
LEADER_SULEIMAN;FLAVOR_USE_NUKE;5
LEADER_SULEIMAN;FLAVOR_ESPIONAGE;5
LEADER_SULEIMAN;FLAVOR_ANTIAIR;5
LEADER_SULEIMAN;FLAVOR_AIR_CARRIER;5
LEADER_WASHINGTON;FLAVOR_OFFENSE;6
LEADER_WASHINGTON;FLAVOR_DEFENSE;8
LEADER_WASHINGTON;FLAVOR_CITY_DEFENSE;6
LEADER_WASHINGTON;FLAVOR_MILITARY_TRAINING;5
LEADER_WASHINGTON;FLAVOR_RECON;8
LEADER_WASHINGTON;FLAVOR_RANGED;5
LEADER_WASHINGTON;FLAVOR_MOBILE;5
LEADER_WASHINGTON;FLAVOR_NAVAL;5
LEADER_WASHINGTON;FLAVOR_NAVAL_RECON;4
LEADER_WASHINGTON;FLAVOR_NAVAL_GROWTH;5
LEADER_WASHINGTON;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_WASHINGTON;FLAVOR_AIR;6
LEADER_WASHINGTON;FLAVOR_EXPANSION;7
LEADER_WASHINGTON;FLAVOR_GROWTH;3
LEADER_WASHINGTON;FLAVOR_TILE_IMPROVEMENT;5
LEADER_WASHINGTON;FLAVOR_INFRASTRUCTURE;5
LEADER_WASHINGTON;FLAVOR_PRODUCTION;5
LEADER_WASHINGTON;FLAVOR_GOLD;6
LEADER_WASHINGTON;FLAVOR_SCIENCE;6
LEADER_WASHINGTON;FLAVOR_CULTURE;6
LEADER_WASHINGTON;FLAVOR_HAPPINESS;7
LEADER_WASHINGTON;FLAVOR_GREAT_PEOPLE;6
LEADER_WASHINGTON;FLAVOR_WONDER;5
LEADER_WASHINGTON;FLAVOR_RELIGION;4
LEADER_WASHINGTON;FLAVOR_DIPLOMACY;7
LEADER_WASHINGTON;FLAVOR_SPACESHIP;8
LEADER_WASHINGTON;FLAVOR_WATER_CONNECTION;5
LEADER_WASHINGTON;FLAVOR_NUKE;6
LEADER_WASHINGTON;FLAVOR_USE_NUKE;8
LEADER_WASHINGTON;FLAVOR_ESPIONAGE;7
LEADER_WASHINGTON;FLAVOR_ANTIAIR;6
LEADER_WASHINGTON;FLAVOR_AIR_CARRIER;8
LEADER_WU_ZETIAN;FLAVOR_OFFENSE;5
LEADER_WU_ZETIAN;FLAVOR_DEFENSE;7
LEADER_WU_ZETIAN;FLAVOR_CITY_DEFENSE;5
LEADER_WU_ZETIAN;FLAVOR_MILITARY_TRAINING;4
LEADER_WU_ZETIAN;FLAVOR_RECON;4
LEADER_WU_ZETIAN;FLAVOR_RANGED;7
LEADER_WU_ZETIAN;FLAVOR_MOBILE;5
LEADER_WU_ZETIAN;FLAVOR_NAVAL;5
LEADER_WU_ZETIAN;FLAVOR_NAVAL_RECON;4
LEADER_WU_ZETIAN;FLAVOR_NAVAL_GROWTH;5
LEADER_WU_ZETIAN;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_WU_ZETIAN;FLAVOR_AIR;3
LEADER_WU_ZETIAN;FLAVOR_EXPANSION;6
LEADER_WU_ZETIAN;FLAVOR_GROWTH;8
LEADER_WU_ZETIAN;FLAVOR_TILE_IMPROVEMENT;4
LEADER_WU_ZETIAN;FLAVOR_INFRASTRUCTURE;5
LEADER_WU_ZETIAN;FLAVOR_PRODUCTION;5
LEADER_WU_ZETIAN;FLAVOR_GOLD;5
LEADER_WU_ZETIAN;FLAVOR_SCIENCE;8
LEADER_WU_ZETIAN;FLAVOR_CULTURE;6
LEADER_WU_ZETIAN;FLAVOR_HAPPINESS;6
LEADER_WU_ZETIAN;FLAVOR_GREAT_PEOPLE;6
LEADER_WU_ZETIAN;FLAVOR_WONDER;6
LEADER_WU_ZETIAN;FLAVOR_RELIGION;5
LEADER_WU_ZETIAN;FLAVOR_DIPLOMACY;3
LEADER_WU_ZETIAN;FLAVOR_SPACESHIP;8
LEADER_WU_ZETIAN;FLAVOR_WATER_CONNECTION;5
LEADER_WU_ZETIAN;FLAVOR_NUKE;5
LEADER_WU_ZETIAN;FLAVOR_USE_NUKE;5
LEADER_WU_ZETIAN;FLAVOR_ANTIAIR;5
LEADER_WU_ZETIAN;FLAVOR_AIR_CARRIER;5
LEADER_WU_ZETIAN;FLAVOR_ESPIONAGE;7
LEADER_GENGHIS_KHAN;FLAVOR_OFFENSE;8
LEADER_GENGHIS_KHAN;FLAVOR_DEFENSE;3
LEADER_GENGHIS_KHAN;FLAVOR_CITY_DEFENSE;5
LEADER_GENGHIS_KHAN;FLAVOR_MILITARY_TRAINING;6
LEADER_GENGHIS_KHAN;FLAVOR_RECON;6
LEADER_GENGHIS_KHAN;FLAVOR_RANGED;7
LEADER_GENGHIS_KHAN;FLAVOR_MOBILE;8
LEADER_GENGHIS_KHAN;FLAVOR_NAVAL;5
LEADER_GENGHIS_KHAN;FLAVOR_NAVAL_RECON;5
LEADER_GENGHIS_KHAN;FLAVOR_NAVAL_GROWTH;5
LEADER_GENGHIS_KHAN;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_GENGHIS_KHAN;FLAVOR_AIR;5
LEADER_GENGHIS_KHAN;FLAVOR_EXPANSION;8
LEADER_GENGHIS_KHAN;FLAVOR_GROWTH;5
LEADER_GENGHIS_KHAN;FLAVOR_TILE_IMPROVEMENT;5
LEADER_GENGHIS_KHAN;FLAVOR_INFRASTRUCTURE;3
LEADER_GENGHIS_KHAN;FLAVOR_PRODUCTION;6
LEADER_GENGHIS_KHAN;FLAVOR_GOLD;6
LEADER_GENGHIS_KHAN;FLAVOR_SCIENCE;4
LEADER_GENGHIS_KHAN;FLAVOR_CULTURE;5
LEADER_GENGHIS_KHAN;FLAVOR_HAPPINESS;5
LEADER_GENGHIS_KHAN;FLAVOR_GREAT_PEOPLE;5
LEADER_GENGHIS_KHAN;FLAVOR_WONDER;3
LEADER_GENGHIS_KHAN;FLAVOR_RELIGION;3
LEADER_GENGHIS_KHAN;FLAVOR_DIPLOMACY;3
LEADER_GENGHIS_KHAN;FLAVOR_SPACESHIP;5
LEADER_GENGHIS_KHAN;FLAVOR_WATER_CONNECTION;5
LEADER_GENGHIS_KHAN;FLAVOR_NUKE;7
LEADER_PACHACUTI;FLAVOR_OFFENSE;6
LEADER_PACHACUTI;FLAVOR_DEFENSE;5
LEADER_PACHACUTI;FLAVOR_CITY_DEFENSE;5
LEADER_PACHACUTI;FLAVOR_MILITARY_TRAINING;6
LEADER_PACHACUTI;FLAVOR_RECON;6
LEADER_PACHACUTI;FLAVOR_RANGED;8
LEADER_PACHACUTI;FLAVOR_MOBILE;3
LEADER_PACHACUTI;FLAVOR_NAVAL;4
LEADER_PACHACUTI;FLAVOR_NAVAL_RECON;4
LEADER_PACHACUTI;FLAVOR_NAVAL_GROWTH;4
LEADER_PACHACUTI;FLAVOR_NAVAL_TILE_IMPROVEMENT;4
LEADER_PACHACUTI;FLAVOR_AIR;5
LEADER_PACHACUTI;FLAVOR_EXPANSION;6
LEADER_PACHACUTI;FLAVOR_GROWTH;5
LEADER_PACHACUTI;FLAVOR_TILE_IMPROVEMENT;6
LEADER_PACHACUTI;FLAVOR_INFRASTRUCTURE;8
LEADER_PACHACUTI;FLAVOR_PRODUCTION;5
LEADER_PACHACUTI;FLAVOR_GOLD;8
LEADER_PACHACUTI;FLAVOR_SCIENCE;5
LEADER_PACHACUTI;FLAVOR_CULTURE;6
LEADER_PACHACUTI;FLAVOR_HAPPINESS;4
LEADER_PACHACUTI;FLAVOR_GREAT_PEOPLE;5
LEADER_PACHACUTI;FLAVOR_WONDER;7
LEADER_PACHACUTI;FLAVOR_RELIGION;6
LEADER_PACHACUTI;FLAVOR_DIPLOMACY;5
LEADER_PACHACUTI;FLAVOR_SPACESHIP;5
LEADER_PACHACUTI;FLAVOR_WATER_CONNECTION;4
LEADER_PACHACUTI;FLAVOR_NUKE;3
LEADER_KAMEHAMEHA;FLAVOR_OFFENSE;4
LEADER_KAMEHAMEHA;FLAVOR_DEFENSE;7
LEADER_KAMEHAMEHA;FLAVOR_CITY_DEFENSE;5
LEADER_KAMEHAMEHA;FLAVOR_MILITARY_TRAINING;5
LEADER_KAMEHAMEHA;FLAVOR_RECON;8
LEADER_KAMEHAMEHA;FLAVOR_RANGED;6
LEADER_KAMEHAMEHA;FLAVOR_MOBILE;3
LEADER_KAMEHAMEHA;FLAVOR_NAVAL;8
LEADER_KAMEHAMEHA;FLAVOR_NAVAL_RECON;8
LEADER_KAMEHAMEHA;FLAVOR_NAVAL_GROWTH;8
LEADER_KAMEHAMEHA;FLAVOR_NAVAL_TILE_IMPROVEMENT;8
LEADER_KAMEHAMEHA;FLAVOR_AIR;5
LEADER_KAMEHAMEHA;FLAVOR_TILE_IMPROVEMENT;5
LEADER_KAMEHAMEHA;FLAVOR_INFRASTRUCTURE;3
LEADER_KAMEHAMEHA;FLAVOR_PRODUCTION;5
LEADER_KAMEHAMEHA;FLAVOR_GOLD;5
LEADER_KAMEHAMEHA;FLAVOR_SCIENCE;4
LEADER_KAMEHAMEHA;FLAVOR_HAPPINESS;8
LEADER_KAMEHAMEHA;FLAVOR_GREAT_PEOPLE;6
LEADER_KAMEHAMEHA;FLAVOR_WONDER;3
LEADER_KAMEHAMEHA;FLAVOR_RELIGION;5
LEADER_KAMEHAMEHA;FLAVOR_DIPLOMACY;6
LEADER_KAMEHAMEHA;FLAVOR_SPACESHIP;5
LEADER_KAMEHAMEHA;FLAVOR_WATER_CONNECTION;8
LEADER_KAMEHAMEHA;FLAVOR_NUKE;5
LEADER_HARALD;FLAVOR_OFFENSE;7
LEADER_HARALD;FLAVOR_DEFENSE;4
LEADER_HARALD;FLAVOR_CITY_DEFENSE;5
LEADER_HARALD;FLAVOR_MILITARY_TRAINING;6
LEADER_HARALD;FLAVOR_RECON;5
LEADER_HARALD;FLAVOR_RANGED;4
LEADER_HARALD;FLAVOR_MOBILE;5
LEADER_HARALD;FLAVOR_NAVAL;8
LEADER_HARALD;FLAVOR_NAVAL_RECON;8
LEADER_HARALD;FLAVOR_NAVAL_GROWTH;8
LEADER_HARALD;FLAVOR_NAVAL_TILE_IMPROVEMENT;8
LEADER_HARALD;FLAVOR_AIR;5
LEADER_HARALD;FLAVOR_EXPANSION;6
LEADER_HARALD;FLAVOR_GROWTH;5
LEADER_HARALD;FLAVOR_TILE_IMPROVEMENT;5
LEADER_HARALD;FLAVOR_INFRASTRUCTURE;4
LEADER_HARALD;FLAVOR_PRODUCTION;5
LEADER_HARALD;FLAVOR_GOLD;7
LEADER_HARALD;FLAVOR_SCIENCE;5
LEADER_HARALD;FLAVOR_CULTURE;5
LEADER_HARALD;FLAVOR_HAPPINESS;5
LEADER_HARALD;FLAVOR_GREAT_PEOPLE;6
LEADER_HARALD;FLAVOR_WONDER;3
LEADER_HARALD;FLAVOR_RELIGION;5
LEADER_HARALD;FLAVOR_DIPLOMACY;5
LEADER_HARALD;FLAVOR_SPACESHIP;5
LEADER_HARALD;FLAVOR_WATER_CONNECTION;8
LEADER_HARALD;FLAVOR_NUKE;5
LEADER_SEJONG;FLAVOR_OFFENSE;4
LEADER_SEJONG;FLAVOR_DEFENSE;7
LEADER_SEJONG;FLAVOR_CITY_DEFENSE;6
LEADER_SEJONG;FLAVOR_MILITARY_TRAINING;4
LEADER_SEJONG;FLAVOR_RECON;3
LEADER_SEJONG;FLAVOR_RANGED;7
LEADER_SEJONG;FLAVOR_MOBILE;5
LEADER_SEJONG;FLAVOR_NAVAL;7
LEADER_SEJONG;FLAVOR_NAVAL_RECON;4
LEADER_SEJONG;FLAVOR_NAVAL_GROWTH;5
LEADER_SEJONG;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_SEJONG;FLAVOR_AIR;5
LEADER_SEJONG;FLAVOR_EXPANSION;5
LEADER_SEJONG;FLAVOR_GROWTH;6
LEADER_SEJONG;FLAVOR_TILE_IMPROVEMENT;5
LEADER_SEJONG;FLAVOR_INFRASTRUCTURE;5
LEADER_SEJONG;FLAVOR_PRODUCTION;5
LEADER_SEJONG;FLAVOR_GOLD;5
LEADER_SEJONG;FLAVOR_SCIENCE;8
LEADER_SEJONG;FLAVOR_CULTURE;5
LEADER_SEJONG;FLAVOR_HAPPINESS;5
LEADER_SEJONG;FLAVOR_GREAT_PEOPLE;8
LEADER_SEJONG;FLAVOR_WONDER;6
LEADER_SEJONG;FLAVOR_RELIGION;5
LEADER_SEJONG;FLAVOR_DIPLOMACY;4
LEADER_SEJONG;FLAVOR_SPACESHIP;8
LEADER_SEJONG;FLAVOR_WATER_CONNECTION;5
LEADER_SEJONG;FLAVOR_NUKE;6
LEADER_NEBUCHADNEZZAR;FLAVOR_OFFENSE;5
LEADER_NEBUCHADNEZZAR;FLAVOR_DEFENSE;6
LEADER_NEBUCHADNEZZAR;FLAVOR_CITY_DEFENSE;8
LEADER_NEBUCHADNEZZAR;FLAVOR_MILITARY_TRAINING;4
LEADER_NEBUCHADNEZZAR;FLAVOR_RECON;5
LEADER_NEBUCHADNEZZAR;FLAVOR_RANGED;8
LEADER_NEBUCHADNEZZAR;FLAVOR_MOBILE;5
LEADER_NEBUCHADNEZZAR;FLAVOR_NAVAL;3
LEADER_NEBUCHADNEZZAR;FLAVOR_NAVAL_RECON;5
LEADER_NEBUCHADNEZZAR;FLAVOR_NAVAL_GROWTH;5
LEADER_NEBUCHADNEZZAR;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_NEBUCHADNEZZAR;FLAVOR_AIR;5
LEADER_NEBUCHADNEZZAR;FLAVOR_EXPANSION;4
LEADER_NEBUCHADNEZZAR;FLAVOR_GROWTH;6
LEADER_NEBUCHADNEZZAR;FLAVOR_TILE_IMPROVEMENT;7
LEADER_NEBUCHADNEZZAR;FLAVOR_INFRASTRUCTURE;5
LEADER_NEBUCHADNEZZAR;FLAVOR_PRODUCTION;5
LEADER_NEBUCHADNEZZAR;FLAVOR_GOLD;5
LEADER_NEBUCHADNEZZAR;FLAVOR_SCIENCE;8
LEADER_NEBUCHADNEZZAR;FLAVOR_CULTURE;5
LEADER_NEBUCHADNEZZAR;FLAVOR_HAPPINESS;5
LEADER_NEBUCHADNEZZAR;FLAVOR_WONDER;7
LEADER_NEBUCHADNEZZAR;FLAVOR_RELIGION;5
LEADER_NEBUCHADNEZZAR;FLAVOR_DIPLOMACY;6
LEADER_NEBUCHADNEZZAR;FLAVOR_SPACESHIP;5
LEADER_NEBUCHADNEZZAR;FLAVOR_WATER_CONNECTION;5
LEADER_NEBUCHADNEZZAR;FLAVOR_NUKE;7
LEADER_GENGHIS_KHAN;FLAVOR_USE_NUKE;7
LEADER_GENGHIS_KHAN;FLAVOR_ESPIONAGE;5
LEADER_GENGHIS_KHAN;FLAVOR_ANTIAIR;5
LEADER_GENGHIS_KHAN;FLAVOR_AIR_CARRIER;5
LEADER_HARALD;FLAVOR_USE_NUKE;5
LEADER_HARALD;FLAVOR_ESPIONAGE;5
LEADER_HARALD;FLAVOR_ANTIAIR;5
LEADER_HARALD;FLAVOR_AIR_CARRIER;6
LEADER_ISABELLA;FLAVOR_OFFENSE;6
LEADER_ISABELLA;FLAVOR_DEFENSE;4
LEADER_ISABELLA;FLAVOR_CITY_DEFENSE;5
LEADER_ISABELLA;FLAVOR_MILITARY_TRAINING;5
LEADER_ISABELLA;FLAVOR_RECON;6
LEADER_ISABELLA;FLAVOR_RANGED;5
LEADER_ISABELLA;FLAVOR_MOBILE;5
LEADER_ISABELLA;FLAVOR_NAVAL;7
LEADER_ISABELLA;FLAVOR_NAVAL_RECON;8
LEADER_ISABELLA;FLAVOR_NAVAL_GROWTH;7
LEADER_ISABELLA;FLAVOR_NAVAL_TILE_IMPROVEMENT;7
LEADER_ISABELLA;FLAVOR_AIR;5
LEADER_ISABELLA;FLAVOR_EXPANSION;7
LEADER_ISABELLA;FLAVOR_GROWTH;5
LEADER_ISABELLA;FLAVOR_TILE_IMPROVEMENT;4
LEADER_ISABELLA;FLAVOR_INFRASTRUCTURE;5
LEADER_ISABELLA;FLAVOR_PRODUCTION;5
LEADER_ISABELLA;FLAVOR_GOLD;7
LEADER_ISABELLA;FLAVOR_SCIENCE;3
LEADER_ISABELLA;FLAVOR_CULTURE;5
LEADER_ISABELLA;FLAVOR_HAPPINESS;5
LEADER_ISABELLA;FLAVOR_GREAT_PEOPLE;5
LEADER_ISABELLA;FLAVOR_WONDER;5
LEADER_ISABELLA;FLAVOR_RELIGION;8
LEADER_ISABELLA;FLAVOR_DIPLOMACY;5
LEADER_ISABELLA;FLAVOR_SPACESHIP;5
LEADER_ISABELLA;FLAVOR_WATER_CONNECTION;7
LEADER_ISABELLA;FLAVOR_NUKE;5
LEADER_ISABELLA;FLAVOR_USE_NUKE;5
LEADER_ISABELLA;FLAVOR_ESPIONAGE;5
LEADER_ISABELLA;FLAVOR_ANTIAIR;5
LEADER_ISABELLA;FLAVOR_AIR_CARRIER;5
LEADER_KAMEHAMEHA;FLAVOR_USE_NUKE;4
LEADER_KAMEHAMEHA;FLAVOR_ESPIONAGE;3
LEADER_KAMEHAMEHA;FLAVOR_ANTIAIR;5
LEADER_KAMEHAMEHA;FLAVOR_AIR_CARRIER;7
LEADER_KAMEHAMEHA;FLAVOR_CULTURE;6
LEADER_KAMEHAMEHA;FLAVOR_EXPANSION;8
LEADER_KAMEHAMEHA;FLAVOR_GROWTH;3
LEADER_PACHACUTI;FLAVOR_USE_NUKE;5
LEADER_PACHACUTI;FLAVOR_ESPIONAGE;5
LEADER_PACHACUTI;FLAVOR_ANTIAIR;5
LEADER_PACHACUTI;FLAVOR_AIR_CARRIER;5
LEADER_SEJONG;FLAVOR_USE_NUKE;5
LEADER_SEJONG;FLAVOR_ESPIONAGE;6
LEADER_SEJONG;FLAVOR_ANTIAIR;5
LEADER_SEJONG;FLAVOR_AIR_CARRIER;5
LEADER_NEBUCHADNEZZAR;FLAVOR_USE_NUKE;8
LEADER_NEBUCHADNEZZAR;FLAVOR_ESPIONAGE;8
LEADER_NEBUCHADNEZZAR;FLAVOR_ANTIAIR;8
LEADER_NEBUCHADNEZZAR;FLAVOR_AIR_CARRIER;5
LEADER_NEBUCHADNEZZAR;FLAVOR_GREAT_PEOPLE;7
LEADER_ATTILA;FLAVOR_OFFENSE;8
LEADER_ATTILA;FLAVOR_DEFENSE;4
LEADER_ATTILA;FLAVOR_CITY_DEFENSE;3
LEADER_ATTILA;FLAVOR_MILITARY_TRAINING;6
LEADER_ATTILA;FLAVOR_RECON;6
LEADER_ATTILA;FLAVOR_RANGED;7
LEADER_ATTILA;FLAVOR_MOBILE;8
LEADER_ATTILA;FLAVOR_NAVAL;4
LEADER_ATTILA;FLAVOR_NAVAL_RECON;4
LEADER_ATTILA;FLAVOR_NAVAL_GROWTH;4
LEADER_ATTILA;FLAVOR_NAVAL_TILE_IMPROVEMENT;4
LEADER_ATTILA;FLAVOR_AIR;5
LEADER_ATTILA;FLAVOR_EXPANSION;7
LEADER_ATTILA;FLAVOR_GROWTH;4
LEADER_ATTILA;FLAVOR_TILE_IMPROVEMENT;5
LEADER_ATTILA;FLAVOR_INFRASTRUCTURE;4
LEADER_ATTILA;FLAVOR_PRODUCTION;6
LEADER_ATTILA;FLAVOR_GOLD;7
LEADER_ATTILA;FLAVOR_SCIENCE;3
LEADER_ATTILA;FLAVOR_CULTURE;5
LEADER_ATTILA;FLAVOR_HAPPINESS;5
LEADER_ATTILA;FLAVOR_GREAT_PEOPLE;6
LEADER_ATTILA;FLAVOR_WONDER;5
LEADER_ATTILA;FLAVOR_RELIGION;5
LEADER_ATTILA;FLAVOR_DIPLOMACY;5
LEADER_ATTILA;FLAVOR_SPACESHIP;5
LEADER_ATTILA;FLAVOR_WATER_CONNECTION;4
LEADER_ATTILA;FLAVOR_NUKE;5
LEADER_ATTILA;FLAVOR_USE_NUKE;8
LEADER_ATTILA;FLAVOR_ESPIONAGE;4
LEADER_ATTILA;FLAVOR_ANTIAIR;5
LEADER_ATTILA;FLAVOR_AIR_CARRIER;6
LEADER_BOUDICCA;FLAVOR_OFFENSE;7
LEADER_BOUDICCA;FLAVOR_DEFENSE;6
LEADER_BOUDICCA;FLAVOR_CITY_DEFENSE;6
LEADER_BOUDICCA;FLAVOR_MILITARY_TRAINING;6
LEADER_BOUDICCA;FLAVOR_RECON;5
LEADER_BOUDICCA;FLAVOR_RANGED;6
LEADER_BOUDICCA;FLAVOR_MOBILE;3
LEADER_BOUDICCA;FLAVOR_NAVAL;5
LEADER_BOUDICCA;FLAVOR_NAVAL_RECON;5
LEADER_BOUDICCA;FLAVOR_NAVAL_GROWTH;5
LEADER_BOUDICCA;FLAVOR_NAVAL_TILE_IMPROVEMENT;5
LEADER_BOUDICCA;FLAVOR_AIR;5
LEADER_BOUDICCA;FLAVOR_EXPANSION;5
LEADER_BOUDICCA;FLAVOR_GROWTH;4
LEADER_BOUDICCA;FLAVOR_TILE_IMPROVEMENT;5
LEADER_BOUDICCA;FLAVOR_INFRASTRUCTURE;3
LEADER_BOUDICCA;FLAVOR_PRODUCTION;5
LEADER_BOUDICCA;FLAVOR_GOLD;6
LEADER_BOUDICCA;FLAVOR_SCIENCE;7
LEADER_BOUDICCA;FLAVOR_CULTURE;7
LEADER_BOUDICCA;FLAVOR_HAPPINESS;8
LEADER_BOUDICCA;FLAVOR_GREAT_PEOPLE;5
LEADER_BOUDICCA;FLAVOR_WONDER;4
LEADER_BOUDICCA;FLAVOR_RELIGION;8
LEADER_BOUDICCA;FLAVOR_DIPLOMACY;5
LEADER_BOUDICCA;FLAVOR_SPACESHIP;4
LEADER_BOUDICCA;FLAVOR_WATER_CONNECTION;5
LEADER_BOUDICCA;FLAVOR_NUKE;4
LEADER_BOUDICCA;FLAVOR_USE_NUKE;5
LEADER_BOUDICCA;FLAVOR_ESPIONAGE;4
LEADER_BOUDICCA;FLAVOR_ANTIAIR;5
LEADER_BOUDICCA;FLAVOR_AIR_CARRIER;5
LEADER_DIDO;FLAVOR_OFFENSE;7
LEADER_DIDO;FLAVOR_DEFENSE;5
LEADER_DIDO;FLAVOR_CITY_DEFENSE;5
LEADER_DIDO;FLAVOR_MILITARY_TRAINING;6
LEADER_DIDO;FLAVOR_RECON;4
LEADER_DIDO;FLAVOR_RANGED;4
LEADER_DIDO;FLAVOR_MOBILE;7
LEADER_DIDO;FLAVOR_NAVAL;7
LEADER_DIDO;FLAVOR_NAVAL_RECON;7
LEADER_DIDO;FLAVOR_NAVAL_GROWTH;7
LEADER_DIDO;FLAVOR_NAVAL_TILE_IMPROVEMENT;7
LEADER_DIDO;FLAVOR_AIR;5
